"today","grDetails.attend","grDetails.sp_att","grDetails.who","grDetails.sp_gen","grDetails.rep","grDetails.rep_some","grDetails.rep_gen","grDetails.gender2","grDetails.rep_rel","before_cook.grow","before_cook.color1.color1_loc","before_cook.color1.color1_lmpr","before_cook.color1.same_cl1","before_cook.aromay.aroma1_loc_C","before_cook.aromay.aroma1_lmpr_C","before_cook.aromay.same_ar1","before_cook.eas1.eas1_loc","before_cook.eas1.eas1_lmpr","before_cook.eas1.same_eas1","before_cook.time1.time1_loc","before_cook.time1.time1_impr","before_cook.time1.same_tm1","before_cook.exp1.exp1_loc","before_cook.exp1.exp1_lmpr","before_cook.exp1.same_exp1","before_cook.aromax.aroma1_loc_E","before_cook.aromax.aroma1_lmpr_E","before_cook.aromax.same_exp1","before_cook.taste1.taste1_loc","before_cook.taste1.taste1_impr","before_cook.taste1.same_tast1","before_cook.text1.text1_loc","before_cook.text1.text1_lmpr","before_cook.text1.same_txt1","after_cooking.color2.color2_loc","after_cooking.color2.color2_lmpr","after_cooking.color2.same_cl2","after_cooking.aromam.aroma2_loc_C","after_cooking.aromam.aroma2_lmpr_C","after_cooking.aromam.same_ar2","after_cooking.eas2.eas2_loc","after_cooking.eas2.eas2_lmpr","after_cooking.eas2.same_eas2","after_cooking.time2.time2_loc","after_cooking.time2.time2_impr","after_cooking.time2.same_tm2","after_cooking.exp2.exp2_loc","after_cooking.exp2.exp2_lmpr","after_cooking.exp2.same_exp2","after_cooking.aroma2.aroma2_loc_E","after_cooking.aroma2.aroma2_lmpr_E","after_cooking.aroma2.same_exp2","after_cooking.taste2.taste2_loc","after_cooking.taste2.taste2_impr","after_cooking.taste2.same_tast2","after_cooking.text2.text2_loc","after_cooking.text2.text2_lmpr","after_cooking.text2.same_txt2","plant","timing.time1","timing.time2","wgt_bf.WL_b","wgt_bf.WR_b","wgt_aft.WL_a","wgt_aft.WR_a","diff_L","diff_R","farmer_ID","vilID","subID","distID"
"2023-07-13","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,NA,NA,NA,NA
"2023-07-13","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_283",8,6,1
"2023-07-13","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_289",8,6,1
"2023-07-13","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_282",8,6,1
"2023-07-13","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,NA,NA,NA,NA
"2023-07-13","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_286",8,6,1
"2023-07-13","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_285",8,6,1
"2023-07-13","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_281",8,6,1
"2023-07-13","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_284",8,6,1
"2023-07-13","Yes","Yes","b","Male","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,"F_290",8,6,1
"2023-07-04","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_358",5,7,1
"2023-07-04","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_355",5,7,1
"2023-07-04","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_354",5,7,1
"2023-07-04","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,NA,NA,NA,NA
"2023-07-04","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_351",5,7,1
"2023-07-04","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_352",5,7,1
"2023-07-04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,NA,NA,NA,NA
"2023-07-04","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_359",5,7,1
"2023-07-04","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_357",5,7,1
"2023-07-04","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",9,3,14,1,0,0,0,5,10,3,1,12,5,6,10,2,10,6,2,12,5,1,2,15,1,0,18,0,14,2,2,14,2,2,16,2,0,4,11,3,14,2,2,10,7,1,0,18,0,8,5.1,6.2,996,996,600,567,396,429,"F_353",5,7,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_398",3,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_391",3,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_395",3,8,1
"2023-07-05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,NA,NA,NA,NA
"2023-07-05","No","n/a","n/a","n/a","Yes","Yes","Male","Female","q",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,NA,NA,NA,NA
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_393",3,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_394",3,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_397",3,8,1
"2023-07-05","No","n/a","n/a","n/a","Yes","Yes","Female","Male","b",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,"F_392",3,8,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Female","n/a","b",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,NA,NA,NA,NA
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_403",5,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_408",5,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_405",5,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_401",5,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_409",5,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_402",5,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_407",5,8,1
"2023-07-05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,NA,NA,NA,NA
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_406",5,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,1,11,0,1,11,0,1,11,0,12,0,0,12,0,0,0,12,0,0,12,0,11,1,0,0,12,0,0,12,0,0,12,0,12,0,0,0,12,0,0,12,0,12,5,4,1008,1008,599,581,409,427,"F_404",5,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_383",6,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,NA,NA,NA,NA
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_386",6,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_389",6,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_388",6,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_382",6,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_384",6,8,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_385",6,8,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Male","n/a","q",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_381",6,8,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,"F_390",6,8,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_442",1,9,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Female","n/a","b",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_445",1,9,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Female","n/a","b",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_447",1,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_450",1,9,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_449",1,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_443",1,9,1
"2023-07-05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,NA,NA,NA,NA
"2023-07-05","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_441",1,9,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Female","n/a","d",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_448",1,9,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,"F_444",1,9,1
"2023-07-05","No","n/a","n/a","n/a","Yes","No","Male","n/a","q",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_477",4,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_480",4,9,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_476",4,9,1
"2023-07-05","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_479",4,9,1
"2023-07-05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,NA,NA,NA,NA
"2023-07-05","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_471",4,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_474",4,9,1
"2023-07-05","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_472",4,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_478",4,9,1
"2023-07-05","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,9,1,11,0,2,0,10,2,0,10,3,0,9,1,11,0,2,9,0,2,0,5,8,0,13,0,0,10,0,0,6,3,0,10,0,11,0,0,6,4,3,0,7,1,9,3,0,14,5.2,6.7,1000,1000,537,561,463,439,"F_473",4,9,1
"2023-07-03","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a",0,0,13,0,12,0,0,0,9,3,0,10,1,0,14,0,0,15,0,7,7,0,1,14,0,0,15,0,15,0,0,0,15,0,0,15,0,0,1,0,15,0,0,15,0,0,0,15,0,14,4.37,3.35,973,973,559,518,414,455,"F_499",3,1,2
"2023-07-03","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a",0,0,13,0,12,0,0,0,9,3,0,10,1,0,14,0,0,15,0,7,7,0,1,14,0,0,15,0,15,0,0,0,15,0,0,15,0,0,1,0,15,0,0,15,0,0,0,15,0,14,4.37,3.35,973,973,559,518,414,455,"F_493",3,1,2
"2023-07-03","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",0,0,13,0,12,0,0,0,9,3,0,10,1,0,14,0,0,15,0,7,7,0,1,14,0,0,15,0,15,0,0,0,15,0,0,15,0,0,1,0,15,0,0,15,0,0,0,15,0,14,4.37,3.35,973,973,559,518,414,455,NA,NA,NA,NA
"2023-07-03","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a",0,0,13,0,12,0,0,0,9,3,0,10,1,0,14,0,0,15,0,7,7,0,1,14,0,0,15,0,15,0,0,0,15,0,0,15,0,0,1,0,15,0,0,15,0,0,0,15,0,14,4.37,3.35,973,973,559,518,414,455,"F_500",3,1,2
"2023-07-03","No","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a",0,0,13,0,12,0,0,0,9,3,0,10,1,0,14,0,0,15,0,7,7,0,1,14,0,0,15,0,15,0,0,0,15,0,0,15,0,0,1,0,15,0,0,15,0,0,0,15,0,14,4.37,3.35,973,973,559,518,414,455,"F_494",3,1,2
